username,name,status,first_seen,last_seen,removed_at,stints,current_category,baseline_2023_07_30,type,cat,subs,tgid,updated,desc
ovov1234,萌图,present,2023-07-30 14:38,2026-08-28 16:00,,1,壁纸图片,yes,频道,壁纸&图片,11.8K,-1001429203194,2026-08-27,分享来自 pixiv 和 X 平台的美图与壁纸，大概每半个月更新一次 二次元，动漫图片，蔚蓝档案，原神，崩坏：星穹铁道，鸣潮，ANIME，ACG， Wallpapers，Genshin Impact，Honkai: Star Rail，Blue Archive，Wuthering Waves，Bishoujo and cute moe girls 萌图_v2: @ovo_123
pdcn1,老毛子Padavan固件发布,present,2023-07-30 14:38,2026-08-28 16:00,,1,软件硬件,yes,频道,软件硬件,31.9K,-1001131166212,2026-08-27,老毛子Padavan固件自助交流群 http://t.me/pdcn2 老毛子Padavan固件IOS自助交流群 http://t.me/pdcn3 老毛子Padavan固件发布 http://t.me/pdcn1
pixiv_top50,PIXIV站每日 Top50搬运|动漫|ACG|二次元|每日精选图片|動漫|P站,present,2023-07-30 14:38,2026-08-28 16:00,,1,壁纸图片,yes,频道,壁纸&图片,90.0K,-1001152642090,2026-08-27,搬運PIXIV每天綜合排行榜前50圖片資源，不定時更新。 圖片順序為圖片第一次上榜時當天的排名順序。 圖片經過去重，昨日已上榜圖片不再上傳，所以每天實際發佈圖片在30張左右。 @acg_moe 討論群，歡迎大佬萌新前來玩耍 @pixiv_top50_r18 對應的裏·頻道 @Mzitu 推送妹子写真的频道 圖片打包下載每月更新：https://pic.tjsky.net/pixiv/
pixivshare,[Pixiv]wallpaper| 高质量插画壁纸,present,2023-07-30 14:38,2026-08-28 16:00,,2,壁纸图片,yes,频道,壁纸&图片,13.8K,-1001737753526,2026-08-27,一个致力于分享各种pixiv作品的频道~ ---------- 友情链接：https://t.me/pixivshare/29 新的友链欢迎来添加！ ---------- 不定时分享各种壁纸少女作品，pixiv优秀插画，各种风格应有尽有！ pixiv分享频道，欢迎你的加入！ ---------- 群组小圈子： @Wpixiv
Piyano_blog,Piyano's Blog,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
pj_cn,精品软件分享（破解版）,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
pjrjzy,破解软件资源分享,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
playsales,Google Play限免信息,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,1,,yes,,,,,,
poetry3456,诗歌舍,present,2023-07-30 14:38,2026-08-28 16:00,,1,博客杂谈,yes,频道,博客杂谈,1.8K,-1001548413403,2026-08-26,陋室无名
pojieshare,安卓免费破解软件分享,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
PolarisseekBot,北极星搜索,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,1158615441,2026-07-11,
Qikan2023,杂志｜期刊｜考研,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
qing_01,精选壁纸美图｜风景美人acg,present,2023-07-30 14:38,2026-08-28 16:00,,1,壁纸图片,yes,频道,壁纸&图片,28.7K,-1001527418219,2026-08-27,（暂无描述）
qiqubaike,奇趣百科💥,present,2023-07-30 14:38,2026-08-28 16:00,,1,搞笑趣味,yes,频道,搞笑趣味,246.3K,-1001300542637,2026-08-26,（暂无描述）
quannengsobot,全能搜,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,2,,yes,,,,,,
qunzudaquan_bot,群组大全_Bot,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,942311099,2026-07-11,
Readfine,[好读] ReadFine电子书屋,present,2023-07-30 14:38,2026-08-28 16:00,,1,书报刊漫,yes,频道,书报刊漫,63.7K,-1001346657939,2026-08-27,好读提供电子书一站式体验，包括评分|简介|封面，一键下载，享受读趣。在这里，因为有您的陪伴，阅读变得并不孤单。频道只负责搜索资源并不对内容负责。 交流群 @ReadfineChat ▎分类标签（只适用tg自带搜索） 科普、医学、心理、历史、近代史、世界史、政治、禁书、社科、科幻、商业、理财、管理、饮食、推理、法律、悬疑、奇幻、军事、经典、两性、哲学、小说、游历、教育、随笔、文学、文化、纪实、自我成长、耽美、宗教、回忆录
recommend3,频道索引&推荐,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
RocheLimit,洛希极限,present,2023-07-30 14:38,2026-08-28 16:00,,1,搞笑趣味,yes,频道,搞笑趣味,10.7K,-1001288056915,2026-08-26,（暂无描述）
runrungoaway,润润Go away !,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,13.7K,-1001721790796,2026-08-26,本频道主要分享签证、投资移民、护照永居绿卡等相关润的信息与各种外语学习资源。咨询 合作：@passporteasy
SearcheeBot,Searchee Bot,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,464131652,2026-07-11,
shadiaotu,美图与沙雕,removed,2023-07-30 14:38,2025-04-16 13:15,2025-04-16 13:46,1,,yes,,,,,,
sharebooks4you,电子书/听书/期刊/课程资源,present,2023-07-30 14:38,2026-08-28 16:00,,1,书报刊漫,yes,频道,书报刊漫,130.4K,-1001701676174,2026-08-27,商务 @msgmenow_bot 搜书 @sharing_books4u 导航 https://t.me/sharebooks4you/7
shendu666,深度分享,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,1,,yes,,,,,,
ShortcutsCN,树洞 群友问 万事答,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
shumozy,书墨资源,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
SMDNF,什么都能放,present,2023-07-30 14:38,2026-08-28 16:00,,1,搞笑趣味,yes,频道,搞笑趣味,32.1K,-1001260539392,2026-08-26,（暂无描述）
smsgou,电报狗：TG精选收录,removed,2023-07-30 14:38,2024-09-25 14:09,2024-09-30 14:29,1,,yes,,,,,,
So1234Bot,超级搜索,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,2,,yes,,,,,,
solidot,Solidot,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,44.5K,-1001104204833,2026-08-26,solidot.org 非官方 RSS 推送频道。如有侵权，立即删除。 → Buy Ads: https://telega.io/c/solidot
SomeACG,SomeACG | 每日少女壁纸 🍦,present,2023-07-30 14:38,2026-08-28 16:00,,1,壁纸图片,yes,频道,壁纸&图片,36.6K,-1001263252074,2026-08-27,请问今天要来一张壁纸吗？这里是全TG质量最高的ACG壁纸频道！欢迎订阅！ 平时会发一些自己精心挑选的壁纸，大多数来自Pixiv，主要以PC壁纸为主，每天(佛系)更新，偶尔会鸽~ 网站: someacg.top 友链: t.me/SomeACG/317 あなたの好きな美少女たちにエンカウント！
sosoZHbot,SOSO搜索AI,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,5574590410,2026-07-11,
sspai,少数派sspai,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,38.0K,-1001008993262,2026-08-25,少数派 (sspai.com) 官方频道。Weibo: @少数派sspai，公众号：sspaime
streetshoot,街拍,removed,2023-07-30 14:38,2023-09-19 16:11,2023-10-06 14:25,1,,yes,,,,,,
tastegirl,少女实在是太美好了,present,2023-07-30 14:38,2026-08-28 16:00,,1,壁纸图片,yes,频道,壁纸&图片,21.3K,-1001241814235,2026-08-27,"关于发布内容审美说明 简单说就是<收藏级> 1.画质最少清晰级别以上 2.水印最好没有/如果有也最好不遮挡(中间水印肯定不行) 3.要么不露脸要么颜值还不错('神仙cos'我是理解不了) 4.骚可以是艺术,但艺术和美绝对不止是骚. 群组:https://t.me/flgirl 组群也只是放开一些限制 请勿发送太过的内容 组群很难管理 头疼 TG现在自带广告,很烦.请各位自己甄别"
teleindex,索引频道,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
TeleSearchMain_bot,TeleSearch,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,2,,yes,,,,,,
TestFlightCN,Testflight新闻投稿,removed,2023-07-30 14:38,2026-08-16 01:00,2026-08-18 08:50,2,,yes,,,,,,
TG_book_data,📖Telegram数字图书馆,present,2023-07-30 14:38,2026-08-28 16:00,,1,书报刊漫,yes,频道,书报刊漫,30.4K,-1001204525035,2026-08-27,电子书/免费/资源/书库/漫画/资料/文献 ——————————————— 管理员联系方式： @tgbkadminbot
tg_chs_bot,頻道群組索引機器人,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,953897743,2026-07-11,
TG_index_bot,TG 公眾索引機器人,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,747598051,2026-07-11,
tgcnxz,Telegram中文社群-收藏夹,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
tgcnz,Telegram 中文频道 🅥,present,2023-07-30 14:38,2026-08-28 16:00,,1,电报入门,yes,频道,电报入门,236.0K,-1001213308383,2026-08-28,"Telegram 中文/汉化/知识/教程, 科技, 机场, 科学上网...... 禁止复制频道内容，转载消息请用转发或消息链接，复制粘贴请标注来源！ 群组助力，求助力: https://t.me/boost/tgcnx 频道助力，求助力: https://t.me/boost/tgcnz 👥Telegram 中文大群 @tgcnx 👥Telegram 中文二群 @tgzhcn 📢Telegram 中文频道 @tgcnz 📢Telegram 知识库 @tgcnxz"
tgnavindexbot,TGNAV频道索引机器人,removed,2023-07-30 14:38,2023-08-12 06:42,2023-08-12 06:49,1,,yes,,,,,,
TgTrillion,电报指南 & 精品排行榜,present,2023-07-30 14:38,2026-08-28 16:00,,1,导航索引,yes,频道,导航索引,42.1K,-1001330141966,2026-08-28,——🔬🔭**电报指南**🔭🔬—— 名称：电报指南&精品排行榜 链接：https://t.me/TgTrillion 介绍： 收集.整理.分类.发布各种电报链接 资源.福利.索引.分享各种实用工具 标签： #索引 #搜索 #导航 #互推 #精品 #电报 #收录 #新手 #帮助 #推荐 电报指南全球版：https://t.me/TgDict 反馈/投稿/交流：https://t.me/TgTrillions
tgzhcn,Telegram 中文社区 🅥,present,2023-07-30 14:38,2026-08-28 16:00,,2,中文社群,yes,群组,中文社群,38.5K,-1001386088216,2026-08-28,"Telegram 中文/汉化/知识/教程, 科技, 机场, 科学上网...... 群规: * 禁止谣言、盗版、广告、刷屏 * 禁止谩骂、人身攻击、血腥暴力内容 * 禁止免流、开盒、黑产、灰产、暗网、赌博 * 禁止宗教、政治、键政、黄赌毒、色情及NSFW * 文明交流，违规者将被禁言或封禁 📢Telegram 中文频道 @tgcnz 👥Telegram 中文大群 @tgcnx 👥Telegram 中文二群 @tgzhcn"
TheWebGuide,全网漫游指南,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
tingtalk,庭说 TingTalk,present,2023-07-30 14:38,2026-08-28 16:00,,1,博客杂谈,yes,频道,博客杂谈,8.5K,-1001463754213,2026-08-26,🌱 保持蓬勃的好奇心 📝 TG 新手指南、使用技巧及频道推荐：https://t.me/tingtalk/4 👍 支持本频道的发展：https://t.me/tingtalk/41 📣 个人博客，或此频道的静默更新会发布在：叨庭涂说 @tingtalk_all ❓有问题，找庭勃士，请移步讨论组 @tingtalk_group
tl_gc,电报群组&频道,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
tnews365,竹新社,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,157.0K,-1001353105961,2026-08-26,7×24不定时编译国内外媒体的即时新闻报道。 查阅新闻资料，前往竹新资料室： t.me/kt_database 如有任何问题，联系竹新社小编： t.me/ktnews_editor_bot 注：本频道原创新闻按照CC BY 4.0协议发布。
TVbox888,TVBox,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
WeChatEssence,微信搬运工,removed,2023-07-30 14:38,2025-02-04 00:46,2025-02-04 02:15,1,,yes,,,,,,
weekly_books,小声读书 🙈,present,2023-07-30 14:38,2026-08-28 16:00,,1,博客杂谈,yes,频道,博客杂谈,38.1K,-1001134924499,2026-08-26,在喧嚣的 AI 浪潮中，我们选择回到最朴素的成长逻辑：通过阅读沉淀思考，通过思考驱动行动，最终在技术的折叠中，重塑个体的厚度。
WenAnGuan_botjihuo,有故事的女同学,present,2023-07-30 14:38,2026-08-28 16:00,,1,博客杂谈,yes,频道,博客杂谈,9.5K,-1001275806250,2026-08-27,💖网易云热评💖 👏欢迎加入云村👏 🌺你往往喜欢的不是文案🌺 💌一眼就喜欢的文案💌 💌从来都是感同身受💌 💌好的文案千篇一律💌 💌有趣的文案万里挑一💌 💌总有一句治愈系💌 💌能够说到你的心坎里💌 🈲如有打扰请关闭消息通知🈲 👏群组 👏文案投稿商务 @DLFS01K
WidgetChannel,Widget🏂软件工具资源分享,present,2023-07-30 14:38,2026-08-28 16:00,,1,资源分享,yes,频道,资源分享,97.4K,-1001457203992,2026-08-27,每日推送有用有趣的内容，包括但不限于：软件 工具 网站 科技新闻。 📮合作/反馈 @WidgetPlusBot 💬群组 @WidgetTalk
winmods,电脑破解免费分享,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
woniubuchuiniu,每日分享频道,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
woshadiao,每日沙雕墙,present,2023-07-30 14:38,2026-08-28 16:00,,1,搞笑趣味,yes,频道,搞笑趣味,115.6K,-1001341930464,2026-08-26,恕我直言，在座的各位都是沙雕 💬 吹水/申诉群: @shadiaoooooo 🤖 投稿机器人: @tougaotest_bot 🔇 未通过审核的稿件: @shadiao_refuse 本频道仅供娱乐，不代表任何观点或立场，请勿对号入座；部分内容不保证真实性 本频道消息均以 CC BY-NC-SA 4.0 协议发布，转载或分享请遵循该协议内容，转发请保留来源 如您本人希望删除消息内的转发源 ID，请在 群组内 @ 或 PM 管理员 😉 Have fun!
writing_discuss,写作交流,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
wushuwang,每日無數汪,present,2023-07-30 14:38,2026-08-28 16:00,,1,萌宠分享,yes,频道,萌宠分享,2.1K,-1001353088134,2026-08-27,全是汪星人的世界 投稿请聯繫 @pikameow @marogatari @SaltedFishSH @HCT_Nekobot 每日無數喵 @miaowu 徵管理員ing，歡迎洽詢
xhlpd,天天看美女,removed,2023-07-30 14:38,2023-10-29 11:36,2023-11-12 15:52,1,,yes,,,,,,
xhqcankao,风向旗参考快讯,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,159.5K,-1001472283197,2026-08-25,风闻奏事，遍查访知。提供互联网科技新闻快讯。发布VPS、网盘等有价值虚拟资产的新闻和交易信息。⚡️ 本频道引用的所有文章皆旨在拓宽信息视野，不代表本频道观点。本频道谢绝任何政治频道转发消息，请勿让我们的评论区变成一个火药桶。请以包容友好的方式交流。 🔍 博客版：https://kejikuaixun.blogspot.com/ 🏆 合作咨询：https://t.me/HelloGeorge_Bot
XiafengButter,夏风小分队,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,1,,yes,,,,,,
xiangyues,享悦频道,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
xiaojiejiexixi,今天又发现了哪个漂亮小姐姐,removed,2023-07-30 14:38,2025-02-05 08:10,2025-02-05 15:12,1,,yes,,,,,,
XiaoZhangDuBao,校长读报,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,9.5K,-1001200841297,2026-08-25,多读书 多看报 感谢关注 感谢赞赏
xinjingdaily,心惊报,present,2023-07-30 14:38,2026-08-28 16:00,,1,搞笑趣味,yes,频道,搞笑趣味,77.5K,-1001434817225,2026-08-26,（暂无描述）
xyxyspace,乱七八糟的储物箱,present,2023-07-30 14:38,2026-08-28 16:00,,2,资源分享,yes,频道,资源分享,28.1K,-1001469354719,2026-08-27,本频道仅作为本人研究备份使用，所有内容下载后请于24小时内删除，请不要搬运到酷安、App分享、奇妙应用、葫芦侠等各类平台
yachme,Yachen's Channel,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
yanzhizaici,颜值 美女,present,2023-07-30 14:38,2026-08-28 16:00,,1,壁纸图片,yes,频道,壁纸&图片,4.9K,-1001276392510,2026-08-27,分享些美女 不定时更新
yeqingjie_GJG666,爷青回动画分享频道,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
yinghexiaozu,硬核小卒,present,2023-07-30 14:38,2026-08-28 16:00,,1,博客杂谈,yes,频道,博客杂谈,8.3K,-1001401203799,2026-08-26,小卒可以无名，但不能不硬核。
youthkinga,某不知名杂货铺,removed,2023-07-30 14:38,2024-12-22 07:13,2024-12-22 16:31,1,,yes,,,,,,
youyousharechannel,油油の科技软件资源分享,present,2023-07-30 14:38,2026-08-28 16:00,,1,资源分享,yes,频道,资源分享,89.1K,-1001790944354,2026-08-28,专注于Windows、Mac OS、Linux、Android、iPhone、iPad、TV、影-视、福利、磁-力、软-件、插件、脚-本、-破-解、教程、-音.乐等资源分享 X订阅 https://twitter.com/ishare365 群组 @yysgchat 私信 @youyoushare_bot
youzhi_info,优质群组频道推荐,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
yqc_123,浥轻尘の资源分享,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
yunpanpan,阿里云盘盘,removed,2023-07-30 14:38,2025-08-22 01:52,2025-08-28 18:42,1,,yes,,,,,,
yuri_on1y,[NSFW]守护最好的百合,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
yxzbp,严选之白嫖,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
zaihuayun,阿里云盘资源,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
zaobao_news,联合早报 即时报道,present,2023-07-30 14:38,2026-08-28 16:00,,1,资讯新闻,yes,频道,资讯新闻,,-1001316299463,2026-08-25,（暂无描述）
zaproshare,Zapro Notice,present,2023-07-30 14:38,2026-08-28 16:00,,1,影音资源,yes,频道,影音资源,29.3K,-1001468900354,2026-08-26,🔥软件 | 电影 | 纪录片 🔥欢迎加入讨论群组：https://t.me/zaprobest
zh_secretary_bot,SE-索引秘书,present,2023-07-30 14:38,2026-08-28 16:00,,2,,yes,机器人,搜群机器人,,1241547485,2026-07-11,
ziyuan917,优质网站汇总频道,removed,2023-07-30 14:38,2026-07-08 03:19,2026-07-15 00:07,1,,yes,,,,,,
zuimeibizhi,最美壁纸 » 每天一张精选壁纸,present,2023-07-30 14:38,2026-08-28 16:00,,2,壁纸图片,yes,频道,壁纸&图片,3.6K,-1001237446669,2026-08-27,feedId:61699763560816640+userId:58148178555204608
