Channel name,Handle,t.me link,Type,TGNAV category,"Subscribers (TGNAV, 2026-08-29)",Status on TGNAV,First listed on TGNAV,Last listed on TGNAV,Telegram ID,TGNAV updated,Why flagged,Description (TGNAV)
波仔分享 国际聊天群,@bozaiweb,https://t.me/bozaiweb,群组,主机vps,16300,live,2026-07-15,2026-08-28,-1001474623336,2026-08-28,,"请务必遵守系列规则： 1.严禁政治/宗教/黄赌毒话题 2.弘扬中华民族优良传统 3.群内禁止发送任何广告 4.群内人员平等交流,以和为贵 重要提示： 波仔不会以任何形式收取任何人的任何费用！谨防诈骗！ （已经有很多被骗的实例了） 近期有些用户在凌晨频频发车，我们不得已在01：00 - 07：00 时间段，禁止发图，还望各位群友理解！ 群内，别讨论机场，请各位自律！ 联系波仔： @BoZaiWebBot（不推机场） 请一句话表明您的来意！"
创柯情报局,@bpjjjj,https://t.me/bpjjjj,频道,资源分享,10400,live,2026-07-15,2026-08-28,-1002125998847,2026-08-27,,本频道分享软件资源，时事热点，网赚项目。这里是个大杂烩，什么都分享~~~ 广告合作&任何反馈&讨论组误封 @chuangke66
TG号出售|代开会员,@Brahmanjg,https://t.me/Brahmanjg,,,,removed,2024-09-30,2026-07-08,,,,
突发新闻,@breakingnews_t,https://t.me/breakingnews_t,频道,资讯新闻,8400,live,2023-07-30,2026-08-28,-1001080786380,2026-08-26,,突发新闻推送服务（简体中文） 非严肃版Channel：https://telegram.me/now_t 深度报道：http://dudu.zhihu.com/circle/167643
BT之家btjia电影频道,@btzhi,https://t.me/btzhi,,,,removed,2023-07-30,2026-07-08,,,,
不安介质,@buanbooks,https://t.me/buanbooks,频道,博客杂谈,1200,live,2026-07-15,2026-08-28,-1001513529390,2026-08-26,,啊，但愿那另一种觉醒，死亡， 能给我不含记忆的时间。
不良林,@buliang00,https://t.me/buliang00,频道,知识学习,29600,live,2023-07-30,2026-08-28,-1001166415755,2026-08-26,,科学上网，资源分享 联系不良林(唯一渠道)：bulianglin0@gmail.com
不涩!超美丽二次元插画,@BuseChannels,https://t.me/BuseChannels,频道,壁纸&图片,15600,live,2024-12-22,2026-08-28,-1001656064922,2026-08-27,,（暂无描述）
黄油批发🧈,@butters_share,https://t.me/butters_share,频道,NSFW,87800,live,2026-08-18,2026-08-28,-1001639863773,2026-08-25,,无
不周的生活观察,@buzhouxiansheng,https://t.me/buzhouxiansheng,频道,博客杂谈,6900,live,2026-07-15,2026-08-28,-1001354153045,2026-08-26,,想写就写，让思绪流淌。
TG宝藏频道,@bzpick,https://t.me/bzpick,频道,导航索引,8600,live,2026-08-18,2026-08-28,-1002445935895,2026-08-25,,Telegram精品频道导航 频道主: @bzpick_bot 本频道是一个长期维护的 Telegram 精品频道收藏与整理频道。 内容来源于我在日常使用 Telegram 过程中的真实浏览与筛选，主要用于整理那些值得反复查看、长期关注的优质频道、机器人和各类资源，同时也分享给有相同需求的订阅者。
caoz的梦呓,@caozsay,https://t.me/caozsay,频道,博客杂谈,13400,live,2026-07-15,2026-08-28,-1001162491055,2026-08-26,,caoz的梦呓 电报频道
咖波抽奖助手,@capoo_lottery_bot,https://t.me/capoo_lottery_bot,机器人,抽奖机器人,,live,2025-02-05,2026-08-28,6425417152,2026-07-11,,
Capoo Stickers,@capoo_stickers,https://t.me/capoo_stickers,频道,表情贴纸,11400,live,2026-07-15,2026-08-28,-1001365484064,2026-08-28,,"高質素咖波貼圖 UNOFFICIAL, fan channel Only for personal, non-commercial use. 僅供個人、非商業使用。 Contact us: @CapooStickersFeedbackBot 相關頻道和群組推介（與本頻道一樣，均爲非官方）： 咖波家族 Capoo (@CapooCat): 群組，咖波粉絲聚集地 Capoo Subscriptions (@capoo_sub): 頻道，訂閱官方/非官方咖波貼文"
Capoo Subscription,@capoo_sub,https://t.me/capoo_sub,频道,表情贴纸,2700,live,2026-07-15,2026-08-28,-1001562282265,2026-08-28,,"UNOFFICIAL FAN CHANNEL, powered by @RSStT_Bot and @awesomeRSSHub twitter.com/bugcat_capoo_tw twitter.com/capoo_jp instagram.com/bugcat_capoo instagram.com/capoohouse instagram.com/foamcat_cafe instagram.com/capoo.webtoon youtube.com/c/BugCatCapoo"
CaptchatBot,@Captchat_Bot,https://t.me/Captchat_Bot,机器人,群组管理,,live,2025-02-05,2026-08-28,870028460,2026-07-11,,
cat mood 🐾,@cat_kv,https://t.me/cat_kv,频道,表情贴纸,5600,live,2026-07-15,2026-08-28,-1001266917894,2026-08-28,,❗Внимание ⚠️ На канале орудует шерстяная ОПГ Мемный канал https://t.me/Filthyanimal По репостам: @nasturiel
貓與你-二次元猫貓,@catofyou,https://t.me/catofyou,,,,removed,2023-07-30,2024-12-22,,,,
加美财经causmoney,@causmoney,https://t.me/causmoney,频道,资讯新闻,8500,live,2026-07-15,2026-08-28,-1001725573417,2026-08-26,,加美财经是中文小众政经商业媒体，重点关注财富、科技、创业、人文、科学等领域，为全球华人提供来自主流媒体的报道和分析，适合愿意拓展全球视野的华语用户。 深度内容全文请见 www.caus.com 请关注加美财经蓝天号: @causmoney.bsky.social 加美财经官方推特: @CausMoney
电影频道【SOTV】,@cctv1,https://t.me/cctv1,频道,影音资源,308700,live,2026-07-15,2026-08-28,-1001070925398,2026-08-26,,● @CCTV1 电影频道 主要发布 @SOTV 影视搜索动态及影视更新信息。 ● 频道内发布的预告内容仅为部分影视解说，更多完整资源通过 @SOTV 进行搜索观看。 🤝广告投放 @LaXin
每日消费电子观察,@CE_Observe,https://t.me/CE_Observe,频道,资讯新闻,73600,live,2023-07-30,2026-08-28,-1001117953321,2026-08-25,,因广告机器人出没，评论区禁止使用频道身份发言，发送垃圾信息可能会被bot封禁。如果你想匿名、被误封或是在海外生活，欢迎PM @MizuhashiZ 添加白名单 不公正 不客观 不理性 投稿 / 反馈 / 闲聊 / 发傻 / 和动物成为朋友 / USB Type-C 不收快科技的稿源 子频道 @Hearse_Drifting 除上述讨论群及子频道外，本频道与其他频道 / 讨论群无任何关联 头像 shorturl.at/XQE9r
HyperCeiler | Chat,@cemiuiler,https://t.me/cemiuiler,,,,removed,2024-09-30,2026-07-08,,,,
吃瓜群众12316猎奇新闻视频,@cg12316,https://t.me/cg12316,频道,资讯新闻,155300,live,2026-08-18,2026-08-28,-1002013033357,2026-08-25,,🍉吃瓜，是一种生活态度。 🤝广告合作联系 @CG10086_bot 👥也可群里留言 @CG12369
(ゲームCG)一个兴趣使然的PC壁纸频道,@CGSFW,https://t.me/CGSFW,频道,壁纸&图片,10000,live,2025-02-16,2026-08-28,-1001210998499,2026-08-27,,本频道附属于 @galgamenoHCG 是一个SFW频道 主要发一些galgameCG里的一些我认为“好看”的可以拿来做壁纸的图片频道，附属交流 （网盘）CG包群组 @CGbaobaobao 所发图对应的完整CG包会发在这里，感谢您关注本频道 兴趣使然 Anime gif频道 @xqsranimegif
长风的储物柜,@changfengbox,https://t.me/changfengbox,频道,iOS资源,6400,live,2026-07-15,2026-08-28,-1002004959499,2026-08-27,,分享各种好玩好用的软件，资源，网站 聊天群 https://t.me/+o1_6-4NrPns5YTlh
频道藏馆,@channelhall,https://t.me/channelhall,,,,removed,2023-07-30,2025-04-22,,,,
频道藏馆,@channelhalls,https://t.me/channelhalls,频道,导航索引,14400,live,2025-04-26,2026-08-28,-1001359667298,2026-08-28,,收藏 TG 频道、群组、机器人…… 群组 @channelhallschat 私信 @channelhall_bot
宝藏巨魔软件交流群,@chatrxwy,https://t.me/chatrxwy,群组,ios社区,27300,live,2026-07-15,2026-08-28,-1001772432417,2026-08-28,,⚠️ 仅用于开放讨论区，每日清理广告号 🈲 菠菜、社工、色情、政治、恐怖暴力等 💡 定期移除死号，广告号误封联系bot 📣 宝藏频道: @iosrxwy 💬 合作投稿: @iosrxwy_bot
CHATTERBOX,@chatterboxenglish,https://t.me/chatterboxenglish,群组,兴趣社群,7400,live,2026-07-15,2026-08-28,-1001379716316,2026-08-24,,"📌Rules : 1️⃣ Only English! No alien gibberish 🚀 2️⃣ Ads? Ew, no thanks! 🚫 3️⃣ No hate speech 🙅 Respect is crucial 4️⃣ Politics & religion? Nah, we’re here for the laughs! 😆 5️⃣ NSFW? Nope! We like it cozy & classy! ✨ @chatterboxenglish"
Channel Help,@chelpbot,https://t.me/chelpbot,机器人,频道分析,,live,2025-02-05,2026-08-28,260566685,2026-07-11,,
吃瓜研究所,@chigua_office,https://t.me/chigua_office,频道,搞笑趣味,3900,live,2026-07-15,2026-08-28,-1001906478936,2026-08-26,,#吃瓜 #搞笑 #趣味 #中文 #无广告 每日精选推送 #吃瓜 #猎奇 #搞笑 #奇葩 #沙雕 #可爱 #趣味…… 无广告，吃瓜更尽兴 所有内容出自互联网收集整理，欢迎大家投稿 投稿📮： @chiguaoffice_bot 合作🤝： @cn255_bot
吃瓜大佬@Gdan21,@chiguadalao,https://t.me/chiguadalao,频道,搞笑趣味,125800,live,2026-07-15,2026-08-28,-1001215317290,2026-08-26,,（暂无描述）
精选中文播客🎧,@chinapodcast,https://t.me/chinapodcast,频道,影音资源,18700,live,2026-07-15,2026-08-28,-1001196894279,2026-08-26,,本频道实时推送热门播客节目，推送较频繁请mute。 点击🔔订阅按钮（然后点Start按钮），可以让机器人单独推送该播客节目。 标题带播客来源链接。点击播客名字可以进行搜索。 节目相关讨论及问题请到 @podfan
A股市论坛 炒股票交流 🅥 财经新闻,@chinastock3000,https://t.me/chinastock3000,群组,兴趣社群,66900,live,2026-07-15,2026-08-28,-1002696830949,2026-08-24,,这是一个A股炒股学习交流群。 本群旨在打造一个高质量炒股的圈子。 群主频道: @Guanshuitan 财经系列工具目录: @Baibaopu 防骗指南： @fpzn233 本人制作了一系列抓取资讯的频道，我会将每天值得一看的新闻资讯，我个人认为有价值的东西筛选转发到这个群里。
大河马中文财经新闻分享,@chinesecaixin,https://t.me/chinesecaixin,频道,资讯新闻,7000,live,2026-07-15,2026-08-28,-1001176496987,2026-08-26,,转载财新、FT中文网、WSJ中文网等等
异次元&里番动漫,@ciyuan3,https://t.me/ciyuan3,频道,NSFW,17700,live,2026-07-19,2026-08-28,-1002540358265,2026-08-25,,动漫里番，更新。不定期更新
C语言中文交流,@Clanguagezh,https://t.me/Clanguagezh,,,,removed,2024-09-30,2026-07-08,,,,
Cleaning Toolbox,@CleaningToolboxBot,https://t.me/CleaningToolboxBot,机器人,群组管理,,live,2025-02-05,2026-08-28,6993644004,2026-07-11,,
财联社VIP文章分享,@clsvip,https://t.me/clsvip,频道,资讯新闻,40300,live,2024-08-13,2026-08-28,-1001705253507,2026-08-26,,财联社 VIP文章即时更新：盘中宝、风口研报、狙击龙虎榜、电报解读、财联社早知道、研选、公告早知道、九点特供：https://t.me/clsvip 频道始建于2022年2月28日 股票交流群组：https://t.me/clsapp 合作请联系：https://t.me/cn50etf
CMLiussss 技术交流群,@cmliussss,https://t.me/cmliussss,群组,兴趣社群,51300,live,2026-07-15,2026-08-28,-1002124027757,2026-08-24,,📌 CM的公益服务都在置顶的按钮里 🧩 如需提问请附上截图 🚫 禁止讨论政治、NSFW、引战、嘲讽等行为 📢 广告/违规 @cmliu 举报 🚨 误封申诉 @CM_Unban_bot 📡 干货分享频道： @CMLiussss_channel 📊 CF中转IP频道: @zip_cm_edu_kg 🌐 博客： CMLiussss.com 📺 油管： youtube.com/@CMLiussss 💻 GitHub： github.com/cmliu
CN导航,@CN_DH,https://t.me/CN_DH,,,,removed,2023-07-30,2026-07-08,,,,
隐私中国 Dark Web Inform,@cn_privacy,https://t.me/cn_privacy,频道,资讯新闻,16800,live,2026-07-15,2026-08-28,-1001291783563,2026-08-25,,"联系方式 | Contact information: @Privacy_CNbot 关联词：隐私,交易,数据,翻墙,CVV,黑产,灰产,博彩,查询,查档,查开房,查同住,交易,数据,中文,TG,SSR,微信,支付宝,资源,科技,IT,黑客,户籍,定位,身份证,手机号,匿名,四件套"
无损音乐华语专辑库,@cnalbum,https://t.me/cnalbum,频道,影音资源,9500,live,2026-07-15,2026-08-28,-1002154207439,2026-08-26,,如有疑问，可联系 @andersonmarkboy
星空-奧術魔刃,@cnasmr,https://t.me/cnasmr,频道,影音资源,85000,live,2026-07-15,2026-08-28,-1001384384636,2026-08-26,,精选睡眠用ASMR 推荐使用tag搜索，比如 #日南 + #掏耳 这样组合型搜索 -因为是精选ASMR 所以不定期更新 -平时工作比较忙所以听ASMR时间比较少，如果有质量非常高的ASMR可以在评论区里留言或私信我~
cnBeta.COM中文业界资讯站,@cnbeta_com,https://t.me/cnbeta_com,,,27600,live,2026-07-15,2026-08-28,-1001319457263,2026-08-26,,cnBeta.COM中文业界资讯站是一个提供IT相关新闻资讯、技术文章和评论的观点的中文网站，报导立场公正中立，网友讨论气氛浓厚，在业界拥有独特的影响力。本频道仅推送精选内容。 精选频道 @cnbeta_com 软硬件技术 @cnbeta_com_tech 互动与娱乐 @cnbeta_com_media 商业与产业 @cnbeta_com_business 热点与趣闻 @cnbeta_com_buzz 繁中频道 @cnbeta_com_hk 支持本频道 t.me/boost/cnbeta_com
期货与期权📈📉📊 Derivatives,@CNderivatives,https://t.me/CNderivatives,群组,兴趣社群,6500,live,2024-09-30,2026-08-28,-1001168805320,2026-08-24,,（暂无描述）
开发者日报,@cndevdaily,https://t.me/cndevdaily,频道,开发编程,2000,live,2026-07-15,2026-08-28,-1001365329238,2026-08-28,,一个勤劳的机器人，只爬取热门，优质，阅读性强的内容。懒懒的主人创造了我，欢迎关注我🤖。我的 Twitter 账号是 CNDevDaily。官网：https://joyqi.com/news
Telegram 抽奖助手,@cnLottery_bot,https://t.me/cnLottery_bot,机器人,抽奖机器人,,live,2025-02-05,2026-08-28,1326008198,2026-07-11,,
[税100%] 摄影,@cnphotog,https://t.me/cnphotog,,,,removed,2024-09-30,2026-07-08,,,,
每日摄影观察,@cnphotog_collect,https://t.me/cnphotog_collect,频道,资讯新闻,6800,live,2026-07-15,2026-08-28,-1001386669638,2026-08-25,,一个不严肃的摄影频道 群组： @cnphotog
时不时来一点医学科学前沿🤯🤯🥹🥹 聊天,@cnsmydream2,https://t.me/cnsmydream2,群组,兴趣社群,340,live,2026-07-15,2026-08-28,-1002355984858,2026-08-24,,（暂无描述）
codedump的电报频道,@codedump_notes,https://t.me/codedump_notes,频道,博客杂谈,5400,live,2026-07-15,2026-08-28,-1001356252119,2026-08-26,,发布个人博客（主页 codedump.info）、想法、推荐等。RSS订阅地址：https://rsshub.app/telegram/channel/codedump_notes，过往汇总搜索可以到：https://app.shokichan.com/c/tg/codedump_notes。
Coder Offtopic 中文群,@coder_ot,https://t.me/coder_ot,群组,技术开发,4500,live,2024-09-30,2026-08-28,-1001154313178,2026-08-25,,在本群，你甚至可以讨论编程 本群相关事项请认真阅读置顶信息 Python 主群： @pythonzh C++ 主群： @cpluspluszh C主群： @C_language_zh Ubuntu 主群： @ubuntuzh 群组规则：https://t.me/coder_ot/4240855 Matrix同步群: https://matrix.to/#/#coder_ot:matrix.org
Combot,@combot,https://t.me/combot,机器人,频道分析,,live,2025-02-05,2026-08-28,210944655,2026-07-11,,
Cool Scripts 讨论板,@cool_scripts_official,https://t.me/cool_scripts_official,群组,软件社群,1400,live,2026-07-15,2026-08-28,-1001123651683,2026-08-28,,Cool Scripts 讨论板
Microsoft Copilot,@CopilotOfficialBot,https://t.me/CopilotOfficialBot,机器人,常用推荐,,live,2025-02-05,2026-08-28,7147619821,2026-07-11,,
InstantViewBot,@CorsaBot,https://t.me/CorsaBot,机器人,消息收发,,live,2025-02-05,2026-08-28,171977108,2026-07-11,,
動漫遊戲Cosplay群組,@cosplaysharegroup,https://t.me/cosplaysharegroup,,,,removed,2024-09-30,2026-07-08,,,,
Coser展馆,@COSYiMi,https://t.me/COSYiMi,,,,removed,2025-02-16,2026-07-08,,,,
TG大学堂/得到课程分享(预览),@coursestogether,https://t.me/coursestogether,频道,书报刊漫,22300,live,2026-07-15,2026-08-28,-1002106194691,2026-08-27,,本频道主要分享一些拓宽自我边界的课程，不成体系，每天学一点儿，用知识武装自己。 期待大家多听多交流，虚心接受任何建议
赛博忏悔室,@cyber_confessional,https://t.me/cyber_confessional,频道,搞笑趣味,39800,live,2026-07-15,2026-08-28,-1001982885527,2026-08-26,,记下过往，也记下此刻。 但请注意，能够救赎自己的，唯有自己。 投稿请使用标点符号。 投稿请使用 @Pray_2_shisuta_bot 一个赛博忏悔室，支持匿名投稿，内容需要经过初步审查。 若有疑惑，请查看置顶公告或查询 #公告 标签 为发癫而发癫请移步里区，这里也收容其他不恰当的内容 @Dian_storytelling_meeting
赛博安全威胁情报🥸,@cybersec_threat,https://t.me/cybersec_threat,频道,资讯新闻,,live,2026-07-15,2026-08-28,-1001953631884,2026-08-25,,网安老兵新人皆宜关注的网络安全频道。 没有废话，佛系更新，不扰民。 他自己都不知道会有什么奇迹会在这里发生！
CYCITY·MCGA🖐😭🤚,@cyc_chat,https://t.me/cyc_chat,群组,软件社群,14100,live,2026-07-15,2026-08-28,-1001991287011,2026-08-28,,WebSite: https://www.cycity.pro NoticeChannel: https://t.me/cycity_anime
第一版主｜聊天群,@d1bz001,https://t.me/d1bz001,群组,小说阅读,3500,live,2026-07-15,2026-08-28,-1003487768189,2026-08-28,,书友之家📚 本群禁止打广告，禁止儿童色情。 注意：本群不卖书，一切交易与本群无关。 注意：本群不讨论政治，键政请去政治群。 管理员不可公权私用，群成员要遵守群规。
无损音乐分享频道,@d_wusun,https://t.me/d_wusun,频道,影音资源,35000,live,2026-07-15,2026-08-28,-1002071134943,2026-08-26,,每天更新国内外无损音乐。。。
大咕咕咕鸡,@dagudu,https://t.me/dagudu,频道,博客杂谈,1800,live,2026-07-15,2026-08-28,-1001270985546,2026-08-27,,大咕咕咕鸡，微博知名博主，叙事诗人，当代严肃文学特师，月入2300，代表作有《黄浦江有话讲》《一次突如其来的性生活》等，他的文章风格独特，自成一派，值得一看。 特师文集： mindfucking.gitbook.io/daguguguji 人间动物园： @renjiandongwuyuan 频道维护猫： @lidamao_bot 感谢 @RSStT_Bot 提供支持
